Ionization_Mode,DTXSID,CASRN,Preferred_Name,mean_RT,n_Repeated_Hits,DTXSID_Isomer,Observed_Isomer,Isomer_Number,Isomer_Order,Questionable_Hit,Corrected_HighConc,Corrected_MidConc,Corrected_LowConc,mean_High_Intensity,mean_Mid_Intensity,mean_Low_Intensity,std_High_Intensity,std_Mid_Intensity,std_Low_Intensity,RF_HighConc,RF_MedConc,RF_LowConc,RF_Average,SMILES,QSAR_READY_SMILES,Desalted SMILES,Desalted SMILES Mod,E QSPR,S QSPR,A QSPR,B QSPR,V,L QSPR,MW,Ncharges,C,Cl,N,O,S,F,P,H,Br,Si,I,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,log_RF_Average
Esi+,DTXSID5044526,122-82-7,N-(4-Ethoxyphenyl)-3-oxobutanamide,2.49,1,0,0,,,0,0.732,0.244,0.061,21583888,9637580,2293780,,,,29486185.79,39498278.69,37602950.82,35529138.43,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,1.27,1.35,0.38,1.08,1.7517,7.849,206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,7.55
Esi+,DTXSID5044528,125-13-3,Oxyphenisatin,4.59,1,0,0,,,0,0.49,0.122,0.024,1195832,664629,132042,,,,2440473.469,5447778.689,5501750,4463334.053,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,2.65,2.91,1.44,1.23,2.3381,13.885,302.2189,0,20,0,1,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,3,6.65
Esi+,DTXSID5044865,18924-66-8,"2,2'-(Tetradecylimino)diethanol",11.86,1,0,0,,,0,0.732,0.244,0.061,54474433,24104045,5055103,,,,74418624.32,98787069.67,82870540.98,85358744.99,CCCCCCCCCCCCCCN(CCO)CCO,CCCCCCCCCCCCCCN(CCO)CCO,CCCCCCCCCCCCCCN(CCO)CCO,CCCCCCCCCCCCCCN(CCO)CCO,0.5,1.05,0.67,1.16,2.862,10.579,262.1981,0,18,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,7.93
Esi+,DTXSID5044869,2057-49-0,4-(3-Phenylpropyl)pyridine,8.53,1,0,0,,,0,0.49,0.122,0.024,30301556,8196702,1840825,,,,61839910.2,67186081.97,76701041.67,68575677.95,C(CC1=CC=CC=C1)CC1=CC=NC=C1,C(CC1=CC=CC=C1)CC1=CC=NC=C1,C(CC1=CC=CC=C1)CC1=CC=NC=C1,C(CC1=CC=CC=C1)CC1=CC=NC=C1,1.26,1.16,0,0.71,1.7058,7.55,182.1565,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.84
Esi+,DTXSID5044940,42594-17-2,"Octahydro-1H-4,7-methanoindene-1,5-diyldimethanediyl bisprop-2-enoate",11.35,1,0,0,,,0,0.49,0.122,0.024,7415010,2332422,512966,,,,15132673.47,19118213.11,21373583.33,18541489.97,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,0.92,1.75,0,0.88,2.3818,9.975,280.1902,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,7.27
Esi+,DTXSID5047031,620-40-6,Tribenzylamine,14.09,1,0,0,,,0,0.49,0.122,0.024,104256176,27287618,5254958,,,,212767706.1,223669000,218956583.3,218464429.8,C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,1.79,1.55,0,0.89,2.4545,10.568,266.2314,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,8.34
Esi+,DTXSID5047039,39711-79-0,N-Ethyl-4-menthane-3-carboxamide,8.57,1,0,0,,,0,0.49,0.122,0.024,29811012,13200105,2778986,,,,60838800,108197582,115791083.3,94942488.43,CCNC(=O)C1CC(C)CCC1C(C)C,CCNC(=O)C1CC(C)CCC1C(C)C,CCNC(=O)C1CC(C)CCC1C(C)C,CCNC(=O)C1CC(C)CCC1C(C)C,0.53,0.96,0.27,0.55,1.9472,6.945,186.1452,0,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.98
Esi+,DTXSID5047087,606-45-1,Methyl 2-methoxybenzoate,3.38,1,0,0,,,0,0.49,0.122,0.024,1647829,905492,343028,,,,3362916.327,7422065.574,14292833.33,8359271.745,COC(=O)C1=C(OC)C=CC=C1,COC(=O)C1=C(OC)C=CC=C1,COC(=O)C1=C(OC)C=CC=C1,COC(=O)C1=C(OC)C=CC=C1,0.8,1.04,0,0.68,1.2722,5.617,156.0945,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,6.92
Esi+,DTXSID5047291,NOCAS_47291,CI-1044,3.23,1,0,0,,,0,0.49,0.122,0.024,14541740,4740671,936037,,,,29677020.41,38857959.02,39001541.67,35845507.03,NC1=CC2=C3N(CCC3=C1)C(=O)[C@H](NC(=O)C1=CC=CN=C1)N=C2C1=CC=CC=C1,Nc1cc2CCN3c2c(c1)C(=NC(NC(=O)c1cccnc1)C3=O)c1ccccc1,NC1=CC2=C3N(CCC3=C1)C(=O)[C@H](NC(=O)C1=CC=CN=C1)N=C2C1=CC=CC=C1,NC1=CC2=C3N(CCC3=C1)C(=O)[C@H](NC(=O)C1=CC=CN=C1)N=C2C1=CC=CC=C1,3.86,2.48,0.54,2.52,2.9067,15.786,379.28634,0,23,0,5,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,7.55
Esi+,DTXSID5047295,291305-06-1,UK-373911,5.02,1,0,0,,,0,0.49,0.122,0.024,2669170,1308707,270507,,,,5447285.714,10727106.56,11271125,9148505.757,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(C=C12)S(N)(=O)=O,CNC1CCC(C2=CC(Cl)=C(Cl)C=C2)C2=C1C=C(C=C2)S(N)(=O)=O,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(C=C12)S(N)(=O)=O,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(C=C12)S(N)(=O)=O,2.5,1.86,0.61,1.42,2.6454,12.72,369.18098,0,17,2,2,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,6.96
Esi+,DTXSID5047320,180084-01-9,SB236057A,7.42,1,0,0,,,0,0.4165,0.1037,0.0204,43602388,13772637,2091144,,,,104687606.2,132812314.4,102507058.8,113335659.8,Cl.CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,3.43,4.73,0,2.6,4.0574,19.906,500.3781,0,33,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,7,5,8.05
Esi+,DTXSID5047322,200940-23-4,SB243213A,9.91,1,0,0,,,0,0.441,0.1098,0.0216,44925220,16691368,2732377,,,,101871247.2,152016102,126498935.2,126795428.1,Cl.CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1,CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1,CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1,CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1,2.38,2.28,0.38,1.77,2.9137,13.318,409.2562096,0,22,0,4,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,3,8.1
Esi+,DTXSID5047324,219790-72-4,SB281832,6.29,3,0,0,,,0,0.49,0.122,0.024,18166090,6658174,1357154,2718387,3306740,775758,37073653.06,54575196.72,56548083.33,49398977.71,OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1,OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1,OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1,OCC(CO)N1C=NC(=C1C1=CC=NC(OC2=CC=CC=C2)=N1)C1=CC=C(F)C=C1,3.31,3.27,0.53,2.27,2.894,15.364,387.2588032,0,22,0,4,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,4,4,7.69
Esi+,DTXSID5047328,NOCAS_47328,MK-274,9.02,3,0,0,,,0,0.49,0.122,0.024,11406585,4508574,992515,7920052,2971475,678266,23278744.9,36955524.59,41354791.67,33863020.38,O.[K+].NC(=O)C1=NC(=N[N-]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,NC(=O)C1=NC(=NN1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,NC(=O)C1=NC(=N[N]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,NC(=O)C1=NC(=N[N]1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,2.27,2.61,0.39,1.39,2.5333,11.715,418.2086192,0,18,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,7.53
Esi+,DTXSID5047372,478263-98-8,AVE3295,8.63,1,0,0,,,0,0.6222,0.2074,0.05185,98103144,38719524,8133865,,,,157671398.3,186690086.8,156872999,167078161.4,[Na+].CC[C@H](NC(=O)C1=C([N-]S(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C1=CC=CC=C1,CCC(NC(=O)C1=C(NS(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C1=CC=CC=C1,CC[C@H](NC(=O)C1=C([N]S(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C1=CC=CC=C1,CC[C@H](NC(=O)C1=C([N]S(=O)(=O)C2=CC=CC3=CC=CN=C23)C=CC(F)=C1)C1=CC=CC=C1,3.03,3.37,0.26,1.37,3.3159,16.399,442.3571432,0,25,0,3,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,8.22
Esi+,DTXSID5047374,NOCAS_47374,SSR161421,7.49,1,0,0,,,0,0.49,0.122,0.024,40688724,12562073,1939649,,,,83038212.24,102967811.5,80818708.33,88941577.35,COC1=CC=C(C=C1)C(=O)NC1=C(C#N)C(NCC2=CC=CC=C2)=C2C=CC=CC2=N1,COC1=CC=C(C=C1)C(=O)NC1=C(C#N)C(NCC2=CC=CC=C2)=C2C=CC=CC2=N1,COC1=CC=C(C=C1)C(=O)NC1=C(C#N)C(NCC2=CC=CC=C2)=C2C=CC=CC2=N1,COC1=CC=C(C=C1)C(=O)NC1=C(C#N)C(NCC2=CC=CC=C2)=C2C=CC=CC2=N1,3.38,3.42,0.78,1.57,3.1113,16.478,388.2931,0,25,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,4,4,7.95
Esi+,DTXSID5047376,648917-13-9,AVE2865,7.62,1,0,0,,,0,0.245,0.061,0.012,10412976,,709894,,,,42501942.86,,59157833.33,50829888.1,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,2.24,2.8,1.07,2.07,2.9235,14.12,438.6799096,0,20,1,3,4,0,3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,3,2,7.71
Esi+,DTXSID5047530,1244-76-4,Hydroxyzine hydrochloride,8.15,1,0,0,,,0,0.49,0.122,0.024,42037524,11515249,2484411,,,,85790865.31,94387286.89,103517125,94565092.4,Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2.17,2.39,0.25,2.23,2.9231,12.645,347.6899,0,21,1,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,3,2,7.98
Esi+,DTXSID5048184,2919-66-6,Melengestrol acetate,9.76,1,0,0,,,0,0.3185,0.0793,0.0156,11946399,4834665,927214,,,,37508317.11,60966771.75,59436794.87,52637294.58,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.83,3.15,0,1.63,3.1735,13.434,367.28892,0,25,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,7.72
Esi+,DTXSID5048506,588941-45-1,PharmaGSID_48506,8.5,1,0,0,,,0,0.732,0.244,0.061,18268748,5863157,1081872,,,,24957306.01,24029331.97,17735606.56,22240748.18,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,CS(=O)(=O)C1=CC=C(C=C1Cl)C(CC1CCCC1)C(=O)NC1=NC=CN=C1,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,2.32,2.8,0.38,1.75,2.9203,14.174,386.74754,0,19,1,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,7.35
Esi+,DTXSID6020222,592-31-4,N-Butylurea,0.98,1,0,0,,,0,0.49,0.122,0.024,11076890,2369024,455526,,,,22605897.96,19418229.51,18980250,20334792.49,CCCCNC(N)=O,CCCCNC(N)=O,CCCCNC(N)=O,CCCCNC(N)=O,0.39,1.33,0.73,0.61,1.0284,4.23,104.0663,0,5,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.31
Esi+,DTXSID6020721,1083-57-4,3-Hydroxy-4-butyrophenetidide,2.51,1,0,0,,,0,0.49,0.122,0.024,11687820,3939438,715775,,,,23852693.88,32290475.41,29823958.33,28655709.21,CCOC1=CC=C(NC(=O)CC(C)O)C=C1,CCOC1=CC=C(NC(=O)CC(C)O)C=C1,CCOC1=CC=C(NC(=O)CC(C)O)C=C1,CCOC1=CC=C(NC(=O)CC(C)O)C=C1,1.23,1.42,0.69,1.2,1.7947,7.974,206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,7.46
Esi+,DTXSID6021117,60-80-0,Phenazone,1.27,1,0,0,,,0,0.49,0.122,0.024,27454340,9955664,1598872,,,,56029265.31,81603803.28,66619666.67,68084245.08,CN1N(C(=O)C=C1C)C1=CC=CC=C1,CN1N(C(=O)C=C1C)C1=CC=CC=C1,CN1N(C(=O)C=C1C)C1=CC=CC=C1,CN1N(C(=O)C=C1C)C1=CC=CC=C1,1.25,1.9,0,1.22,1.4846,7.656,176.1305,0,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.83
Esi+,DTXSID6021290,57-68-1,Sulfamethazine,0.84,1,0,0,,,0,0.49,0.122,0.024,11870057,3256768,1054735,,,,24224606.12,26694819.67,43947291.67,31622239.15,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,2.08,2.51,0.53,1.61,2.0043,10.031,264.219,0,12,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,7.5
Esi+,DTXSID6021296,27470-51-5,Suxibuzone,7.01,1,0,0,,,0,0.49,0.122,0.024,7669627,3384481,719846,,,,15652300,27741647.54,29993583.33,24462510.29,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,2.12,2.79,0.57,2.19,3.2862,14.49,412.2666,0,24,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,7.39
Esi+,DTXSID6021371,76-25-5,Triamcinolone acetonide,6.74,1,0,0,,,0,0.49,0.122,0.024,9324488,4472544,819304,,,,19029567.35,36660196.72,34137666.67,29942476.91,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,2.16,3.03,0.7,2.25,3.1451,14.092,407.2833632,0,24,0,0,6,0,1,0,4,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,5,0,7.48
Esi+,DTXSID6021373,396-01-0,Triamterene,1.62,1,0,0,,,0,0.49,0.122,0.024,27946186,8071137,1397684,,,,57033032.65,66156860.66,58236833.33,60475575.55,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,3.13,2.6,0.82,1.54,1.8282,10.792,242.1753,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7.78
Esi+,DTXSID6021793,90-15-3,1-Naphthol,4.5,3,0,0,,,0,0.49,0.122,0.024,2618449,912702,204304,705083,115568,67718,5343773.469,7481163.934,8512666.667,7112534.69,OC1=CC=CC2=CC=CC=C12,OC1=CC=CC2=CC=CC=C12,OC1=CC=CC2=CC=CC=C12,OC1=CC=CC2=CC=CC=C12,1.46,1.31,0.41,0.35,1.1441,6.277,136.1064,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,6.85
Esi+,DTXSID6021953,115-90-2,Fensulfothion,6.15,1,0,0,,,0,0.49,0.122,0.024,17992556,7701978,1487830,,,,36719502.04,63130967.21,61992916.67,53947795.31,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,1.35,1.86,0,1.3,2.1873,9.17,291.219062,0,11,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.73
Esi+,DTXSID6022341,1610-18-0,Prometon,6.71,1,0,0,,,0,0.49,0.122,0.024,49519888,12920107,2241629,,,,101060995.9,105902516.4,93401208.33,100121573.5,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,COC1=NC(NC(C)C)=NC(NC(C)C)=N1,1.1,1.24,0.13,1.15,1.8377,7.135,206.1399,0,10,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,8
Esi+,DTXSID6022391,520-36-5,Apigenin,5.56,1,0,0,,,0,0.49,0.122,0.024,3241718,1026554,,,,,6615751.02,8414377.049,,7515064.035,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,2.34,2.38,1.51,1.11,1.8458,11.624,260.1575,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,3,3,6.88
Esi+,DTXSID6022474,50-22-6,Corticosterone,6.3,1,0,0,,,0,0.49,0.122,0.024,6526815,2851611,651603,,,,13320030.61,23373860.66,27150125,21281338.76,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,1.87,2.3,0.63,2.09,2.7389,12.804,321.262,0,21,0,0,4,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,7.33
Esi+,DTXSID6023868,67485-29-4,Hydramethylnon,11.67,1,0,0,,,0,0.49,0.122,0.024,69732055,23631199,3773421,,,,142310316.3,193698352.5,157225875,164411514.6,CC1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F,CC1(C)CNC(NC1)=NN=C(C=CC1=CC=C(C=C1)C(F)(F)F)C=CC1=CC=C(C=C1)C(F)(F)F,CC1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F,CC1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F,2.25,0.9,0.34,1.55,3.3807,13.198,470.2847192,0,25,0,4,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,8.22
Esi+,DTXSID6024204,21087-64-9,Metribuzin,3.47,1,0,0,,,0,0.49,0.122,0.024,13047784,5524946,938708,,,,26628130.61,45286442.62,39112833.33,37009135.52,CSC1=NN=C(C(=O)N1N)C(C)(C)C,CSC1=NN=C(C(=O)N1N)C(C)(C)C,CSC1=NN=C(C(=O)N1N)C(C)(C)C,CSC1=NN=C(C(=O)N1N)C(C)(C)C,1.25,1.35,0.27,1.2,1.6196,7.662,200.1768,0,8,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.57
Esi+,DTXSID6024337,28249-77-6,Thiobencarb,10.09,1,0,0,,,0,0.49,0.122,0.024,13889898,8056554,1557820,,,,28346730.61,66037327.87,64909166.67,53097741.72,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,1.27,1.31,0,0.92,1.9632,8.469,241.6525,0,12,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7.73
Esi+,DTXSID6024460,60-09-3,4-Aminoazobenzene,6.38,1,0,0,,,0,0.49,0.122,0.024,12622866,4527477,927765,,,,25760951.02,37110467.21,38656875,33842764.41,NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,1.32,1.6,0.27,0.72,1.5806,8.141,186.1485,0,12,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,7.53
Esi+,DTXSID6025068,84-75-3,Dihexyl phthalate,14.07,1,0,0,,,0,0.49,0.122,0.024,64846840,21531172,4561604,,,,132340489.8,176485016.4,190066833.3,166297446.5,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,0.66,1.27,0,0.97,2.8378,10.808,304.2116,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,8.22
