Ionization_Mode,DTXSID,CASRN,Preferred_Name,mean_RT,n_Repeated_Hits,DTXSID_Isomer,Observed_Isomer,Isomer_Number,Isomer_Order,Questionable_Hit,Corrected_HighConc,Corrected_MidConc,Corrected_LowConc,mean_High_Intensity,mean_Mid_Intensity,mean_Low_Intensity,std_High_Intensity,std_Mid_Intensity,std_Low_Intensity,RF_HighConc,RF_MedConc,RF_LowConc,RF_Average,log_RF_Average,SMILES,QSAR_READY_SMILES,Desalted SMILES,E QSPR,S QSPR,A QSPR,B QSPR,V,L QSPR,MW,Ncharges,C,Cl,F,N,O,S,H,Br,I,P,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2024163,330-55-2,Linuron,6.83,1,0,0,,,0,0.49,0.122,0.024,1038577,354088,51665,,,,2119544.898,2902360.656,2152708.333,2391537.962,6.38,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,1.29,1.18,0.38,0.78,1.6579,7.817,239.0145,0,9,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2030695,481-72-1,Aloe-emodin,6.54,1,0,0,,,0,0.49,0.122,0.024,316008,50166,,,,,644914.2857,411196.7213,,528055.5035,5.72,OCC1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O,OCC1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O,OCC1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O,2.38,2.25,1.15,1.26,1.8458,11.13,260.1575,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2032390,60168-88-9,Fenarimol,8.7,1,0,0,,,0,0.49,0.122,0.024,586857,257999,60221,,,,1197667.347,2114745.902,2509208.333,1940540.527,6.29,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,2.26,2.34,0.31,1.15,2.2942,11.128,319.1007,0,17,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2032500,68694-11-1,Triflumizole,11.35,1,0,0,,,0,0.49,0.122,0.024,2813290,917333,184457,,,,5741408.163,7519122.951,7685708.333,6982079.816,6.84,CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,CCCOCC(=NC1=CC=C(Cl)C=C1C(F)(F)F)N1C=CN=C1,CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,1.44,1.71,0,1.4,2.2805,9.361,330.6282096,0,15,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2034627,69377-81-7,Fluroxypyr,0.8,1,0,0,,,0,0.49,0.122,0.024,700419,157264,24974,,,,1429426.531,1289049.18,1040583.333,1253019.681,6.10,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,1.44,1.6,0.74,0.96,1.4525,7.601,249.9909032,0,7,2,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2037712,27955-94-8,"4,4',4""-Ethane-1,1,1-triyltriphenol",5.31,1,0,0,,,0,0.49,0.122,0.024,100853,54421,,,,,205822.449,446073.7705,,325948.1097,5.51,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,2.38,2.67,1.59,1.03,2.3899,12.74,288.2122,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2041545,19932-84-4,"6-Chloro-2,3-dihydrobenzoxazol-2-one",3.76,1,0,0,,,0,0.49,0.122,0.024,4531215,1403667,241148,,,,9247377.551,11505467.21,10047833.33,10266892.7,7.01,ClC1=CC2=C(NC(=O)O2)C=C1,ClC1=CC2=C(NC(=O)O2)C=C1,ClC1=CC2=C(NC(=O)O2)C=C1,1.2,1.47,0.3,0.52,1.0453,6.47,165.5334,0,7,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2041547,89-68-9,6-Chlorothymol,9.93,1,0,0,,,0,0.49,0.122,0.024,1456837,396623,34745,,,,2973136.735,3251008.197,1447708.333,2557284.422,6.41,CC(C)C1=CC(Cl)=C(C)C=C1O,CC(C)C1=CC(Cl)=C(C)C=C1O,CC(C)C1=CC(Cl)=C(C)C=C1O,0.97,0.83,0.41,0.49,1.4611,6.092,171.5594,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2044268,83881-52-1,Cetirizine dihydrochloride,6.81,1,0,0,,,0,0.49,0.122,0.024,299652,93040,,,,,611534.6939,762622.9508,,687078.8223,5.84,Cl.Cl.OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2.25,2.61,0.46,2.1,2.9388,12.868,363.6893,0,21,1,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2044890,2467-03-0,2-(4-Hydroxybenzyl)phenol,4.6,1,0,0,,,0,0.732,0.244,0.061,797284,272702,58404,,,,1089185.792,1117631.148,957442.623,1054753.188,6.02,OC1=CC=C(CC2=C(O)C=CC=C2)C=C1,OC1=CC=C(CC2=C(O)C=CC=C2)C=C1,OC1=CC=C(CC2=C(O)C=CC=C2)C=C1,1.54,1.63,0.94,0.62,1.5825,8.039,188.1379,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2047270,253450-09-8,Besonprodil,6.16,1,0,0,,,0,0.49,0.122,0.024,5936340,2608829,551624,,,,12114979.59,21383844.26,22984333.33,18827719.06,7.27,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,2.41,2.63,0.3,1.97,2.889,14.439,379.2997032,0,21,0,1,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2047274,113734-18-2,CP-114271,2.03,1,0,0,,,0,0.49,0.122,0.024,543636,162853,,,,,1109461.224,1334860.656,,1222160.94,6.09,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F,CC(CC1=CC=C(OCC(O)=O)C=C1)NCC(O)C1=CSC(=N1)C(F)(F)F,1.71,1.81,0.84,2,2.6797,11.614,385.2531096,0,17,0,3,2,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2047276,194098-25-4,CP-409092,1.65,1,0,0,,,0,0.49,0.122,0.024,340841,102259,,,,,695593.8776,838188.5246,,766891.2011,5.88,CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1,CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1,CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1,2.52,2.12,0.93,1.79,2.2939,11.881,278.2008,0,17,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2047307,501027-49-2,PD-0333941,7.79,1,0,0,,,0,0.49,0.122,0.024,1482510,539646,122689,,,,3025530.612,4423327.869,5112041.667,4186966.716,6.62,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,2.65,3.35,0.57,1.68,2.9193,15.606,368.2571,0,23,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2047309,162706-14-1,UK-156819,6.78,1,0,0,,,0,0.49,0.122,0.024,298494,75527,,,,,609171.4286,619073.7705,,614122.5995,5.79,CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,2.21,2.63,0.57,1.3,2.4329,11.925,288.2155,0,19,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID2047351,464930-42-5,SSR 240612,8.08,1,0,0,,,0,0.3185,0.0793,0.0156,704826,270911,60491,,,,2212954.474,3416279.95,3877628.205,3168954.21,6.50,Cl.COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,COc1ccc2cc(ccc2c1)S(=O)(=O)NC(CC(=O)NC(Cc1ccc(CN2C(C)CCCC2C)cc1)C(=O)N(C)C(C)C)c1ccc2OCOc2c1,COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,4.31,5.05,0.26,3.74,5.7894,26.391,708.56876,0,42,0,0,4,7,1,4,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3020207,88-85-7,Dinoseb,0.37,1,0,0,,,0,0.49,0.122,0.024,4335360,1142908,165211,,,,8847673.469,9368098.361,6883791.667,8366521.166,6.92,CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,CCC(C)C1=CC(=CC(=C1O)[N]([O])=O)[N]([O])=O,1.21,1.46,0.41,1.5,1.6871,7.471,228.1174,0,10,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3021770,79-95-8,"2,2',6,6'-Tetrachlorobisphenol A",10.44,1,0,0,,,0,0.49,0.122,0.024,875931,211881,42960,,,,1787614.286,1736729.508,1790000,1771447.931,6.25,CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,2.1,1.8,0.82,0.36,2.3539,11.647,353.9713,0,15,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3022162,1689-84-5,Bromoxynil,1.37,,1,1,2,,,0.392,0.0976,0.0192,14489167,4559174,883273,,,,36962160.71,46712848.36,46003802.08,43226270.39,7.64,OC1=C(Br)C=C(C=C1Br)C#N,OC1=C(Br)C=C(C=C1Br)C#N,OC1=C(Br)C=C(C=C1Br)C#N,1.57,1.47,0.42,0.33,1.2798,7.282,273.889,0,7,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3022409,80-09-1,"4,4'-Sulfonyldiphenol",1.95,1,0,0,,,0,0.49,0.122,0.024,1841732,344134,151802,,,,3758636.735,2820770.492,6325083.333,4301496.853,6.63,OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O)C=C1,1.93,2.74,1.06,1.09,1.7225,10.167,240.191,0,12,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3022798,80-77-3,Chlormezanone,2.61,1,0,0,,,0,0.49,0.122,0.024,77878,,,,,,158934.6939,,,158934.6939,5.20,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,1.53,2.36,0,1.54,1.8311,9.674,261.6406,0,11,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3024152,81335-37-7,Imazaquin,1.07,,1,1,2,,,0.49,0.122,0.024,371697,124695,,,,,758565.3061,1022090.164,,890327.735,5.95,CC(C)C1(C)N=C(NC1=O)C1=NC2=C(C=CC=C2)C=C1C(O)=O,CC(C)C1(C)N=C(NC1=O)C1=NC2=C(C=CC=C2)C=C1C(O)=O,CC(C)C1(C)N=C(NC1=O)C1=NC2=C(C=CC=C2)C=C1C(O)=O,2.26,2.37,0.82,1.27,2.3096,11.353,294.2002,0,17,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3024287,81335-77-5,Imazethapyr,0.74,,1,1,2,,,0.49,0.122,0.024,668134,260020,,,,,1363538.776,2131311.475,,1747425.125,6.24,CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,1.6,1.85,0.82,1.53,2.2224,10.122,270.1788,0,15,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3024491,6285-57-0,2-Amino-6-nitrobenzothiazole,2.5,1,0,0,,,0,0.49,0.122,0.024,2334827,878569,,,,,4764953.061,7201385.246,,5983169.154,6.78,NC1=NC2=CC=C(C=C2S1)[N+]([O-])=O,NC1=NC2=CC=C(C=C2S1)[N+]([O-])=O,NC1=NC2=CC=C(C=C2S1)[N]([O])=O,1.9,1.54,0.27,1.14,1.243,7.157,190.1588,0,7,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3026560,92-70-6,3-Hydroxy-2-naphthoic acid,1.88,1,0,0,,,0,0.49,0.122,0.024,6025293,1644355,301278,,,,12296516.33,13478319.67,12553250,12776028.67,7.11,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,1.65,1.63,0.87,0.6,1.3594,7.676,180.1159,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3027320,824-78-2,Sodium 4-nitrophenolate,1.78,1,0,0,,,0,0.732,0.244,0.061,24279750,8466105,1685222,,,,33169057.38,34697151.64,27626590.16,31830933.06,7.50,[Na+].[O-]C1=CC=C(C=C1)[N+]([O-])=O,OC1=CC=C(C=C1)[N+]([O-])=O,[O]C1=CC=C(C=C1)[N]([O])=O,0.85,0.89,0,0.85,0.9278,4.473,134.0691,0,6,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3029869,41859-67-0,Bezafibrate,4.37,1,0,0,,,0,0.49,0.122,0.024,387932,104763,,,,,791697.9592,858713.1148,,825205.537,5.92,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,1.93,2.56,0.99,1.15,2.6815,12.156,341.6606,0,19,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3032628,161050-58-4,Methoxyfenozide,8.75,1,0,0,,,0,0.49,0.122,0.024,16900064,6500303,1274867,,,,34489926.53,53281172.13,53119458.33,46963519,7.67,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,1.88,1.94,0.26,1.28,3.0229,13.229,340.247,0,22,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3034165,63612-50-0,Nilutamide,6.42,1,0,0,,,0,0.49,0.122,0.024,10034660,3169360,612972,,,,20478897.96,25978360.66,25540500,23999252.87,7.38,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N]([O])=O)C(F)(F)F,1.25,1.58,0.03,1.55,1.9115,8.085,307.1413096,0,12,0,3,3,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3034618,188489-07-8,Flufenpyr-ethyl,10.16,1,0,0,,,0,0.49,0.122,0.024,527779,124608,,,,,1077100,1021377.049,,1049238.525,6.02,CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl,CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl,CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl,1.24,1.73,0,1.71,2.4724,9.777,395.6288128,0,16,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,DTXSID3034664,114311-32-9,Imazamox,0.56,,1,1,2,,,0.49,0.122,0.024,415946,151665,,,,,848869.3878,1243155.738,,1046012.563,6.02,COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,1.6,2.09,0.82,1.83,2.2811,10.579,286.1782,0,15,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3037208,15307-79-6,Diclofenac sodium,6.7,1,0,0,,,0,0.49,0.122,0.024,2760166,581136,101229,,,,5632991.837,4763409.836,4217875,4871425.558,6.69,[Na+].[O-]C(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,[O]C(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.73,1.94,0.01,0.62,2.0035,10.143,285.0613,0,14,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esi-,DTXSID3037541,1031-07-8,Endosulfan sulfate,10.15,1,0,0,,,0,0.49,0.122,0.024,2001115,473044,99180,,,,4083908.163,3877409.836,4132500,4031272.666,6.61,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,1.73,1.27,0,1.25,2.1406,9.431,416.8769,0,9,6,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
